type,indicator,classification,notes
domain,secure-account-update.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,informations-macartevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ampersandate.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,verfication-caisse-epargne.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-impots.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ampdate.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,services-maladie.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-edf.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ma-carteameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,edf-moncompte.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-ntflx.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-carte-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assistance-netlfix.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ampersanddate.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ntflx-moncompte.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-ntflx.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-netfiix.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-autentification.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assistanceamazon.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,antifraude-ntflx.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renew-billing-information.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,reminder-verificationaccount.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-impot.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,igg.biz,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-vitale.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartes-vitale.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assistance-netflx.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvellement-paiement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,protection-account.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,information-assurance-maladie.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,carte-vitale.cc,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,authentificationamazon.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,timitsecurity.ml,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,santanderbanc.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,myroom-hotels.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,creditagricolproduit.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bnp4.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bbvasys.ga,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bbva-ba.ga,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,b-mo-secrity.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,appl-id-unlcoked-store.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ppl-id-unlocked.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-update.co,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,interacanada.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bbvasys.gq,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bbvaes.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amine11.ml,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-assu.ga,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,timitsecurity.cf,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
